Name,SKU,"Origen price",Transporte,"Cost price","Minimum price","Regular price","Beneficio web","Beneficio glovo",Type,Published,"Visibility in catalog",Description,"Meta title","Meta description",Categories,Supercategories,Images,Stock,Gtin,Collection,"Variant attribute 1",Color,Marca,"Item size","Publico objetivo",Funciones,Proveedor,Condicion,"Informacion adicional"
"Cuerda anillo pene y testículos (83)",83,"€0,75","39,00%","€1,04","€3,13","€11,99","1050,12%","633,78%",simple,1,visible,"Esta cuerda elástica está diseñada para envolver el pene y los testículos, proporcionando una presión ajustable que intensifica las sensaciones. Su diseño doble permite una sujeción segura y personalizada gracias a las bolitas deslizantes de silicona, que permiten regular el nivel de presión deseado. Está pensada para prolongar la erección y aumentar la resistencia durante el sexo o la masturbación, a la vez que potencia el placer mediante una suave restricción. Su material es suave, flexible y cómodo para un uso prolongado, ideal tanto para principiantes como para expertos en juegos BDSM o de control. Fácil de colocar y de quitar, y muy ligera para llevar a cualquier parte.","Cuerda elástica pene y testículos ajustable","Potencia el placer y prolonga tu erección con esta cuerda elástica con presión regulable para pene y testículos. Cómoda y segura.","Para él>Anillos para el pene,Para él","Para el",https://ignislove.com/wp-content/uploads/2025/04/83-Cuerda-para-el-pene-y-testiculos_58.webp,1,AS-PR06,Masturbadores,Color,Negro,Ignislove,,Hombre,,China,Nuevo,
"Cock ring vibration (84)",84,"€2,80","39,00%","€3,89","€11,68","€29,99","670,55%","391,61%",simple,1,visible,"Anillo vibrador para el pene fabricado en silicona suave y elástica. Incorpora dos balas vibradoras en los laterales que estimulan el clítoris y el perineo simultáneamente, intensificando el placer compartido durante la penetración. Además de mantener la erección por más tiempo, su vibración potencia la sensibilidad del pene, haciendo cada movimiento más placentero. Las balas vibradoras son extraíbles y reemplazables, lo que facilita su limpieza y mantenimiento. Su diseño ergonómico se adapta perfectamente a la anatomía, y sus materiales son hipoalergénicos y seguros para el cuerpo. Ideal para juegos en pareja o en solitario.","Anillo vibrador con doble estimulación pareja","Anillo vibrador para él y ella: estimula clítoris y perineo, prolonga la erección y aumenta el placer. Silicona suave e hipoalergénica.","Para él>Anillos para el pene,Para él","Para el",https://ignislove.com/wp-content/uploads/2025/04/84-Cock-ring-vibration_59_11zon.webp,1,AS-PR014,Masturbadores,Color,Negro,Ignislove,,Hombre,,China,Nuevo,
"Plug anal con anillo pene (85)",85,"€1,30","39,00%","€1,81","€5,42","€19,99","1006,25%","605,79%",simple,1,visible,"Este innovador plug anal se combina con un anillo para el pene, ofreciendo doble estimulación. Fabricado en silicona médica, es suave al tacto, flexible y seguro para el cuerpo. El plug se introduce fácilmente para estimular la zona anal y el perineo, mientras que el anillo ajustado en la base del pene mantiene una erección más firme y duradera. Ideal para quienes quieren explorar nuevas formas de placer combinando anal y pene simultáneamente. Es discreto, cómodo y perfecto para utilizar durante el sexo o en juegos preliminares.","Plug anal con anillo pene: doble placer seguro","Explora el doble placer con este plug anal con anillo pene: estimula y prolonga la erección. Silicona médica, suave y segura.","Para él>Anillos para el pene,Para él","Para el",https://ignislove.com/wp-content/uploads/2025/04/85-Plug-anal-con-anillo-peneb_61_11zon.webp,1,AS-PR005,Masturbadores,Color,Negro,Ignislove,,Hombre,,China,Nuevo,
"Cock ring with vibration Red (86)",86,,"39,00%","€0,00","€0,00","€29,99",#DIV/0!,#DIV/0!,simple,1,visible,"Este anillo vibrador rojo combina diseño y funcionalidad. Hecho de silicona premium, ofrece una textura suave y elástica que se adapta perfectamente a la base del pene. Su vibrador interno proporciona una estimulación directa al clítoris durante la penetración, mejorando el placer para ambos. El anillo ayuda a mantener la erección por más tiempo y retrasa la eyaculación. Su vibrador es discreto pero potente, con un botón de encendido sencillo de usar. Ideal para parejas que buscan nuevas sensaciones sin complicaciones.","Anillo vibrador rojo para placer en pareja","Silicona premium, vibración potente y diseño cómodo. Estimula el clítoris y prolonga la erección. Ideal para juegos en pareja.","Para él>Anillos para el pene,Para él","Para el",https://ignislove.com/wp-content/uploads/2025/04/86-Cock-ring-with-vibration-Red_65_11zon.webp,1,,Masturbadores,Color,Rojo,Ignislove,,Hombre,,China,Nuevo,
"Anillo vibrador con antenas para clitoris (87)",87,"€1,95","39,00%","€2,71","€8,13","€29,99","1006,44%","605,91%",simple,1,visible,"Este anillo vibrador está diseñado con dos suaves antenas que masajean el clítoris con cada movimiento. Fabricado en silicona hipoalergénica, se adapta al pene ajustándose con firmeza sin causar molestias. Su potente vibrador interno amplifica el placer, mientras las antenas flexibles aportan una estimulación extra a la pareja. Ideal para quienes buscan mejorar la experiencia sexual con un juguete discreto y eficaz. Su tamaño lo hace apto para principiantes y su motor vibrador se puede extraer para facilitar la limpieza.","Anillo vibrador con antenas para clítoris","Anillo vibrador con antenas suaves que estimulan el clítoris. Silicona hipoalergénica, motor extraíble y placer compartido.","Para él>Anillos para el pene,Para él","Para el",https://ignislove.com/wp-content/uploads/2025/04/87-Anillo-vibrador-con-antenas-para-clitoris_66_11zon.webp,1,AS-PR015,Masturbadores,Color,Negro,Ignislove,,Hombre,,China,Nuevo,
"Anillo para pene y huevos (88)",88,"€0,95","39,00%","€1,32","€3,96","€19,99","1413,82%","865,82%",simple,1,visible,"Este anillo está diseñado para sujetar el pene y los testículos simultáneamente, proporcionando una presión envolvente que mejora la sensibilidad y prolonga la erección. Su diseño en forma de doble bucle se ajusta perfectamente a la anatomía masculina, manteniendo todo en su sitio durante el acto sexual o la masturbación. Está fabricado en silicona médica, es elástico, resistente y seguro para el cuerpo. Ideal para quienes buscan control, duración y nuevas formas de placer.","Anillo doble para pene y testículos seguro","Controla y prolonga la erección con este anillo doble de silicona médica. Ajuste firme, cómodo y seguro para más placer y duración.","Para él>Anillos para el pene,Para él","Para el",https://ignislove.com/wp-content/uploads/2025/04/88-Anillo-para-pene-y-huevos_67_11zon.webp,1,AS-PR010,Masturbadores,Color,Negro,Ignislove,,Hombre,,China,Nuevo,
"Anillo vibrador para pene y huevos con estimulador para clitoris (89)",89,"€2,80","39,00%","€3,89","€11,68","€29,99","670,55%","391,61%",simple,1,visible,"Diseñado para abarcar tanto el pene como los testículos, este anillo vibrador ofrece una experiencia completa. Su motor vibrador se ubica en una zona elevada con textura que estimula el clítoris en cada embestida. Ideal para el juego en pareja, mejora la erección, prolonga la duración y añade un extra de placer para ambos. Fabricado en silicona suave y resistente, es fácil de usar, limpiar y disfrutar.","Anillo vibrador pene y testículos para parejas","Vibración intensa y ajuste doble para placer compartido. Estimula clítoris, mejora erección y prolonga la duración. Silicona segura.","Para él>Anillos para el pene,Para él","Para el",https://ignislove.com/wp-content/uploads/2025/04/89-Anillo-vibrador-para-pene-y-huevos-con-estimulador-para-clitoris_68_11zon.webp,1,AS-PR011,Masturbadores,Color,Negro,Ignislove,,Hombre,,China,Nuevo,
"Anillo para pene y huevos triple (90)",90,"€1,20","39,00%","€1,67","€5,00","€19,99","1098,44%","664,61%",simple,1,visible,"Este triple anillo proporciona una sujeción firme y segura para el pene y los testículos, ideal para juegos de control, resistencia y estimulación intensa. Fabricado en silicona de alta calidad, su estructura de tres aros distribuye la presión de manera equilibrada, mejorando la circulación y ayudando a mantener una erección más potente. Su diseño ergonómico es fácil de colocar y se adapta a cualquier tamaño. Recomendado para quienes desean experimentar con mayor control y duración en sus encuentros.","Triple anillo pene y testículos para más control","Triple anillo de silicona para control total y erección firme. Ideal para juegos de resistencia y placer intenso. Cómodo y adaptable.","Para él>Anillos para el pene,Para él","Para el",https://ignislove.com/wp-content/uploads/2025/04/90-Anillo-para-pene-y-huevos-triple_69_11zon.webp,1,AS-PR009,Masturbadores,Color,Negro,Ignislove,,Hombre,,China,Nuevo,
"Vibrador con app (91)",91,"€4,80","39,00%","€6,67","€20,02","€62,49","836,60%","497,55%",simple,1,visible,"Este elegante vibrador inteligente se controla completamente desde una app en tu móvil, permitiendo una experiencia totalmente personalizada. Su forma ergonómica está diseñada para adaptarse perfectamente al cuerpo y estimular intensamente el punto G. Fabricado en silicona médica ultrasuave, ofrece una textura sedosa y cómoda para el uso prolongado. Incorpora potentes motores que brindan vibraciones profundas con múltiples modos y niveles de intensidad, ideales para explorar el placer sola o en pareja, tanto a corta como a larga distancia. Su diseño compacto y discreto permite llevarlo incluso en la ropa interior, y su funcionamiento silencioso garantiza total discreción. Es recargable por USB, resistente al agua y fácil de limpiar. Perfecto para sesiones íntimas caseras o juegos traviesos fuera de casa, con control directo desde el móvil o desde cualquier parte del mundo mediante la app. Compatible con iOS y Android.","Vibrador inteligente con control por app móvil","Vibrador ergonómico con control vía app, ideal para placer en solitario o pareja. Silicona médica, potente, silencioso y discreto.","Para Ella>Vibradores,Para Ella",Parejas,https://ignislove.com/wp-content/uploads/2025/04/91-Vibrador-con-appb.jpg_71_11zon.webp,1,AS-EV035,Vibradores,Color,Rosa,Ignislove,,"Mujer, Pareja",Vibración,China,Nuevo,
"Huevo vibrador con mando Carne (92)",92,"€3,80","39,00%","€5,28","€15,85","€39,99","657,10%","383,03%",simple,1,visible,"Este huevo vibrador con mando inalámbrico ofrece placer intenso en un tamaño compacto y discreto. Con múltiples modos de vibración, es ideal para estimulación vaginal o clitoriana. Su mando permite cambiar fácilmente entre intensidades sin interrupciones. Su forma ovalada y suave textura lo hacen muy cómodo y seguro para introducir. Silicona de grado médico, recargable por USB y resistente al agua. Es perfecto para juegos en pareja, ya que permite el control a distancia, o para uso individual gracias a su potencia discreta.","Huevo vibrador con mando inalámbrico discreto","Huevo vibrador compacto con control remoto. Silicona médica, vibración potente y recargable. Ideal para placer en pareja o sola.","Para Ella>Vibradores,Para Ella",Parejas,https://ignislove.com/wp-content/uploads/2025/04/92-Huevo-vibrador-con-mando-Carne_76_11zon.webp,1,AS-EV001,Vibradores,Color,Carne,Ignislove,,"Mujer, Pareja","Vibración, Control a distancia",China,Nuevo,
"Huevo Vibrador Con Mando Azul (93)",93,"€3,80","39,00%","€5,28","€15,85","€39,99","657,10%","383,03%",simple,1,visible,"Este huevo vibrador azul combina estética moderna con funcionalidad avanzada. Equipado con un mando remoto, permite cambiar entre modos con facilidad, ideal para juegos de pareja o para sorprender durante una cena. Su tamaño compacto lo hace cómodo de llevar y su textura sedosa proporciona sensaciones suaves y placenteras. Fabricado en silicona segura, es recargable e impermeable. Perfecto tanto para estimulación vaginal como externa, es un juguete que se adapta a todos los niveles de experiencia.","Huevo vibrador azul con mando | IgnisLove","Descubre el huevo vibrador azul con mando. Compacto, suave e impermeable. Ideal para parejas y juegos discretos. ¡Placer sin límites!","Para Ella>Vibradores,Para Ella",Parejas,https://ignislove.com/wp-content/uploads/2025/04/93-Huevo-Vibrador-Con-Mando-Azul_77_11zon.webp,1,AS-EV001,Vibradores,Color,Azul,Ignislove,,"Mujer, Pareja","Vibración, Control a distancia",China,Nuevo,
"Huevo Vibrador Con Mando Lila (94)",94,"€3,80","39,00%","€5,28","€15,85","€39,99","657,10%","383,03%",simple,1,visible,"Diseñado para ofrecer estimulación interna o externa, este huevo vibrador de color lila cuenta con mando inalámbrico y múltiples funciones. Su diseño ergonómico se adapta al cuerpo y su superficie de silicona médica garantiza suavidad, higiene y seguridad. Es ideal para quienes buscan un juguete silencioso pero muy potente. El mando remoto permite cambiar entre varios modos de vibración sin interrupciones. Perfecto para juegos en pareja, permitiendo control a distancia en público o privado. Su tamaño lo hace muy cómodo de insertar y se adapta tanto a estimulación vaginal como del clítoris. Es recargable por USB y resistente al agua. El color lila y su forma estilizada lo hacen visualmente atractivo. Es ideal para quienes desean explorar nuevas experiencias o enriquecer su rutina íntima. Su vibración es profunda, envolvente y personalizable. Incluye indicador de batería y es fácil de limpiar. Una excelente opción para quienes buscan elegancia, tecnología y placer en un solo dispositivo.","Huevo vibrador lila con mando inalámbrico","Huevo vibrador lila con mando. Silencioso, potente y elegante. Ideal para juegos en pareja. Recargable, suave y resistente al agua.","Para Ella>Vibradores,Para Ella",Parejas,https://ignislove.com/wp-content/uploads/2025/04/94-Huevo-Vibrador-Con-Mando-Lila_78_11zon.webp,1,AS-EV001,Vibradores,Color,Lila,Ignislove,,"Mujer, Pareja","Vibración, Control a distancia",China,Nuevo,
"Huevo Vibrador Con Mando Rosa (95)",95,"€3,80","39,00%","€5,28","€15,85","€39,99","657,10%","383,03%",simple,1,visible,"Este huevo vibrador rosa es una excelente opción para quienes buscan discreción, potencia y diversión. Está fabricado en silicona suave de grado médico, lo que garantiza un tacto agradable y seguro para el cuerpo. Su forma redondeada permite una inserción fácil y cómoda, ideal tanto para principiantes como para usuarios experimentados. El mando inalámbrico permite cambiar de modo sin necesidad de interrumpir la experiencia, con varios patrones de vibración que se adaptan a diferentes ritmos e intensidades. Perfecto para juegos en pareja, ya que el control remoto amplía las posibilidades eróticas incluso en situaciones públicas. Su motor es silencioso, pero potente, ofreciendo una vibración profunda y envolvente. Es recargable por USB, resistente a salpicaduras y fácil de limpiar con agua y jabón neutro. Gracias a su tamaño compacto, es muy discreto de transportar o guardar. Es una herramienta de placer íntimo versátil, divertida y eficaz para quienes desean añadir un extra de emoción a sus juegos sexuales, ya sea en casa o fuera de ella. Un clásico moderno que no debe faltar en ninguna colección.","Huevo vibrador rosa discreto y recargable","Huevo vibrador rosa con mando. Discreto, potente y suave. Ideal para parejas, recargable y perfecto para juegos dentro o fuera de casa.","Para Ella>Vibradores,Para Ella",Parejas,https://ignislove.com/wp-content/uploads/2025/04/95-Huevo-Vibrador-Con-Mando-Rosa_79_11zon.webp,1,AS-EV001,Vibradores,Color,Rosa,Ignislove,,"Mujer, Pareja","Vibración, Control a distancia",China,Nuevo,
"Plug Anal Con cristal S (96)",96,"€2,50","39,00%","€3,48","€10,43","€21,75","525,90%","299,32%",simple,1,visible,"Este plug anal metálico en tamaño pequeño es ideal para principiantes o para juegos previos suaves y elegantes. Fabricado en acero inoxidable, ofrece una sensación de peso y firmeza inigualables. Su forma cónica permite una inserción gradual y cómoda, mientras que su superficie lisa garantiza un deslizamiento perfecto. En la base, una joya en forma de cristal brillante no solo cumple una función decorativa, sino también de seguridad, evitando una inserción completa. Es perfecto para quienes desean iniciarse en el placer anal con estilo y sin complicaciones. Puede usarse durante el sexo o llevarse como elemento erótico discreto. Es compatible con cualquier lubricante y muy fácil de limpiar, incluso puede esterilizarse. Su temperatura puede ajustarse para un juego térmico (calentándolo o enfriándolo con agua). El diseño compacto lo hace muy manejable, y su estética lo convierte también en una pieza sensual y visualmente atractiva. Una opción refinada para explorar nuevas zonas de placer.","Plug anal metálico pequeño con joya brillante","Plug anal pequeño de acero con joya. Ideal para principiantes. Estético, cómodo y seguro. Perfecto para juegos elegantes y sensuales.","Para Ella>Anal toys,Para él>Anal toys,Sexo Anal>Anal toys,Pareja>Anal toys","Sexo anal",https://ignislove.com/wp-content/uploads/2025/04/96-Plug-Anal-Con-cristal-S_80_11zon.webp,1,AS-AP08,"Plugs anal",Color,Azul,Ignislove,,Mujer,,China,Nuevo,
"Plug Anal Cristal M (97)",97,"€3,40","39,00%","€4,73","€14,18","€16,99","259,50%","129,36%",simple,1,visible,"Este plug anal metálico tamaño mediano está pensado para usuarios que ya tienen experiencia en el juego anal o desean dar un paso más en sus prácticas íntimas. Fabricado en acero inoxidable pulido, su cuerpo firme proporciona una presión y estimulación profunda. Su forma cónica permite una inserción controlada, mientras que su peso realza las sensaciones. En la base incluye una piedra tipo cristal brillante que añade un toque estético y sensual al juguete. Este plug es ideal tanto para juegos previos como para llevar durante el sexo, ya que permanece en su lugar gracias a su diseño anatómico. Compatible con cualquier lubricante, es muy fácil de limpiar, resistente, y su superficie no porosa lo hace higiénico y duradero. También se puede utilizar para juegos de temperatura, calentándolo o enfriándolo antes del uso. Es una pieza tan funcional como hermosa, perfecta para quienes buscan una experiencia visual y física más intensa.","Plug anal mediano metálico con joya brillante","Plug anal metálico mediano con joya. Ideal para expertos. Estético, intenso y duradero. Perfecto para placer profundo y elegante.","Para Ella>Anal toys,Para él>Anal toys,Sexo Anal>Anal toys,Pareja>Anal toys","Sexo anal",https://ignislove.com/wp-content/uploads/2025/04/97-Plug-Anal-Cristal-M_81_11zon.webp,1,AS-AP08,"Plugs anal",Color,Azul,Ignislove,,Mujer,,China,Nuevo,
"Plug anal con diamante Rosa L (98)",98,"€3,74","0,00%","€3,74","€11,22","€19,99","434,49%","241,01%",simple,1,visible,"Este elegante plug anal en talla L destaca por su diseño sofisticado, combinando funcionalidad y belleza. Fabricado en acero inoxidable de alta calidad, es completamente seguro para tu piel y garantiza una experiencia cómoda e higiénica. Su superficie lisa y pulida facilita una inserción suave, mientras que su tamaño más grande es perfecto para aquellos que ya tienen experiencia en el juego anal y buscan una estimulación más intensa. En su base, luce un precioso cristal rosa, añadiendo un toque de lujo y sensualidad a cada encuentro íntimo. Este plug, además de provocar sensaciones exquisitas durante el uso, es visualmente atractivo, convirtiendo tu cuerpo en una auténtica obra de arte erótica. Ideal para juegos de temperatura, puede calentarse o enfriarse para ofrecer distintas sensaciones placenteras. Su limpieza es sencilla, con solo agua tibia y jabón neutro quedará listo para el siguiente uso. Explora nuevas fronteras del placer con este juguete exclusivo que elevará tus experiencias a un nivel superior de sofisticación y deleite sensorial.","Plug anal grande de acero con joya rosa","Plug anal metálico talla L con joya rosa. Estético, intenso y elegante. Ideal para expertos que buscan placer profundo y sofisticado.","Para Ella>Anal toys,Para él>Anal toys,Sexo Anal>Anal toys,Pareja>Anal toys","Sexo anal",https://ignislove.com/wp-content/uploads/2025/05/98-Plug-anal-con-diamante-Rosa-L_1_11zon.webp,1,EX36067,"Plugs anal",Color,Rosa,Ignislove,,Mujer,,Excitasy,Nuevo,"Adorna tu derrière con una joya deslumbrante! Estos tapones anales Booty Sparks son cristalinos y súper suaves para proporcionar una textura sólida sólo para tu puerta trasera. Perfecto para estirar tus límites anales y llenar tu puerta trasera a capacidad - el cuerpo rígido y la superficie súper lisa presionan firmemente contra tus paredes para un increíble apretón satisfactorio! Simplemente lubrícalo e insértalo para hacer brillar ese botín! Mejora tu culo con una gema rosa brillante para atraer a tu amante y preparar tu botín para un juego más duro. El material de vidrio es naturalmente higiénico y seguro para el cuerpo para que pueda jugar sin preocupaciones. Resistente a los olores y fácil de limpiar antes y después de su uso, estas gemas de vidrio son un elemento básico para cualquier colección de juguetes. Perfecto para juegos de temperatura - calienta o enfría estos plugs de vidrio para proporcionar una capa extra de placer! Este plug más grande mide 1,6 pulgadas en su diámetro más ancho, con una longitud insertable de 3,1 pulgadas - perfecto para expertos anales! Suave y cónico para una entrada fácil y cómoda y compatible con todos los lubricantes para que puedas jugar a tu manera. Medidas: Longitud total 3,9 pulgadas, longitud insertable 3,1 pulgadas, diámetro en el punto más ancho 1,6 pulgadas Materiales: Vidrio, Plástico ABS Color: Rosa"
"Plug anal con vibración y mando (99)",99,"€7,90","39,00%","€10,98","€32,94","€49,99","355,24%","190,44%",simple,1,visible,"Explora nuevas dimensiones del placer anal con este plug vibrador con mando a distancia. Su diseño curvado se adapta perfectamente a la anatomía interna para una estimulación precisa del punto P o zona erógena anal. Fabricado en silicona suave de alta calidad, es seguro para el cuerpo y cómodo de introducir gracias a su superficie lisa y su forma ergonómica. El control remoto permite cambiar entre varios modos de vibración sin necesidad de interrumpir el momento. Ideal tanto para quienes se inician en el juego anal como para usuarios más avanzados que buscan un plus de intensidad. Su base ancha evita deslizamientos y proporciona seguridad durante el uso. El mando funciona de forma inalámbrica, lo que permite jugar en pareja a distancia o en situaciones de discreción. Totalmente recargable, resistente al agua y fácil de limpiar, este plug es el compañero perfecto para sesiones privadas o juegos compartidos. Un producto versátil, elegante y discreto para quienes desean incorporar vibración y tecnología a sus experiencias más íntimas.","Plug anal vibrador con mando inalámbrico","Plug vibrador anal con mando. Curvado, potente y recargable. Estimula el punto P con precisión. Perfecto para placer anal avanzado.","Para Ella>Anal toys,Para él>Anal toys,Sexo Anal>Anal toys,Pareja>Anal toys","Sexo anal",https://ignislove.com/wp-content/uploads/2025/04/99-Plug-anal-con-vibracion-y-mandoe.jpg_86.webp,1,AS-AP051,"Plugs anal",Color,Negro,Ignislove,,Mujer,,China,Nuevo,
